,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
6917596231.jpg#2r1n,6917596231.jpg#2r1n,n,"[0.29, 0.66, 0.05]","[29, 66, 5]",1.1296451776667813,n,"['neutral', 'neutral', 'neutral', 'entailment', 'contradiction']",A group of people are posing as though flung back by the shock wave of someone punching the ground.,It is a fantasy simulation.,66.0,29.0,5.0,n
2384728877.jpg#3r1c,2384728877.jpg#3r1c,c,"[0.01, 0.09, 0.9]","[1, 9, 90]",0.5158951529482093,c,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'entailment']",Woman with headscarf and girl in red costume dress walk through urban area.,The woman is out in a field.,9.0,1.0,90.0,c
3552435734.jpg#0r1n,3552435734.jpg#0r1n,n,"[0.06, 0.57, 0.37]","[6, 57, 37]",1.236513386374841,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",A black and white dog running through shallow water.,Two dogs playing at the park.,57.0,6.0,37.0,n
3552435734.jpg#0r1e,3552435734.jpg#0r1e,e,"[0.44, 0.14, 0.42]","[44, 14, 42]",1.4439032709191701,e,"['entailment', 'contradiction', 'entailment', 'neutral', 'entailment']",A black and white dog running through shallow water.,Two dogs running through water.,14.0,44.0,42.0,e
4757246740.jpg#0r1n,4757246740.jpg#0r1n,n,"[0.0, 0.68, 0.32]","[0, 68, 32]",0.9043814577244939,c,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",2 rows of woman walking towards each other on the sidewalk outside of a store with a boy 50% sign on the golden framed windows.,The rows designate some kind of award.,68.0,0.0,32.0,n
2807228428.jpg#4r1n,2807228428.jpg#4r1n,n,"[0.03, 0.96, 0.01]","[3, 96, 1]",0.2747433140607801,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A guy on a roof working on terracotta roof tiles.,A guy on a roof working on terracotta roof tiles of his home.,96.0,3.0,1.0,n
2635400219.jpg#0r1c,2635400219.jpg#0r1c,n,"[0.0, 0.64, 0.36]","[0, 64, 36]",0.9426831892554923,n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']",A woman in a headscarf and a boy wearing blue look to the right while sitting against a wall.,The woman is not near the boy,64.0,0.0,36.0,c
2635400219.jpg#0r1e,2635400219.jpg#0r1e,e,"[0.63, 0.36, 0.01]","[63, 36, 1]",1.016996837450545,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A woman in a headscarf and a boy wearing blue look to the right while sitting against a wall.,The woman and the boy are sitting near a wall and each other,36.0,63.0,1.0,e
4984550402.jpg#0r1c,4984550402.jpg#0r1c,n,"[0.03, 0.93, 0.04]","[3, 93, 4]",0.43488962042262075,n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']","Four men wearing orange jackets and red hats, walking near a wavy trimmed bush.",The four men are in jackets to help clear out the road.,93.0,3.0,4.0,c
4984550402.jpg#0r1n,4984550402.jpg#0r1n,n,"[0.05, 0.66, 0.29]","[5, 66, 29]",1.1296451776667815,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']","Four men wearing orange jackets and red hats, walking near a wavy trimmed bush.",The bushes are getting trimmed by guys.,66.0,5.0,29.0,n
2708744743.jpg#0r1n,2708744743.jpg#0r1n,n,"[0.22, 0.77, 0.01]","[22, 77, 1]",0.8373555973394453,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A woman is using Frisbees to play with a dog in front of a stadium crowd and a group of baseball players.,"The dog is a show dog, entertaining the crowd before the game.",77.0,22.0,1.0,n
560278886.jpg#1r1n,560278886.jpg#1r1n,n,"[0.22, 0.76, 0.02]","[22, 76, 2]",0.8943563234573944,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A group of young soccer players run down the field after the ball.,Rival teams compete for the ball.,76.0,22.0,2.0,n
3991342877.jpg#4r1c,3991342877.jpg#4r1c,n,"[0.01, 0.53, 0.46]","[1, 53, 46]",1.0672198490700031,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",a woman holding a child in a purple shirt,the woman is asleep at home,53.0,1.0,46.0,c
6918335278.jpg#0r1n,6918335278.jpg#0r1n,n,"[0.08, 0.78, 0.14]","[8, 78, 14]",0.9682127699741065,n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']","A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building.",Teenagers congregate in front of the old pharmacy to skateboard together.,78.0,8.0,14.0,n
8159651473.jpg#1r1e,8159651473.jpg#1r1e,e,"[0.94, 0.06, 0.0]","[94, 6, 0]",0.3274449191544763,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",The exhaustion in the woman's face while she continues to ride her bicycle in the competition.,A person on a bike,6.0,94.0,0.0,e
4349523799.jpg#0r1n,4349523799.jpg#0r1n,n,"[0.24, 0.75, 0.01]","[24, 75, 1]",0.8718511717297366,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","There is a woman here in a children's room, wearing a red vest, with her hand in a fake sharks mouth.",The woman is demonstrating a shark bite.,75.0,24.0,1.0,n
3533451027.jpg#2r1e,3533451027.jpg#2r1e,e,"[0.89, 0.06, 0.05]","[89, 6, 5]",0.6092592814269931,e,"['entailment', 'entailment', 'contradiction', 'entailment', 'neutral']",The man in the black and white shirt is running with a ball.,A human wearing clothes is holding an object.,6.0,89.0,5.0,e
1403064674.jpg#3r1c,1403064674.jpg#3r1c,n,"[0.04, 0.95, 0.01]","[4, 95, 1]",0.3224933618603243,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'entailment']",A guy looking out over the scenic forest.,A guy is camping in the forest.,95.0,4.0,1.0,c
1403064674.jpg#3r1n,1403064674.jpg#3r1n,n,"[0.01, 0.97, 0.02]","[1, 97, 2]",0.2219407328532109,n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']",A guy looking out over the scenic forest.,There are birds flying over the forest.,97.0,1.0,2.0,n
4760325851.jpg#4r1n,4760325851.jpg#4r1n,n,"[0.02, 0.98, 0.0]","[2, 98, 0]",0.14144054254182067,c,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",Two people riding bikes in the rain at skate park.,It is springtime outside.,98.0,2.0,0.0,n
4982004148.jpg#1r1n,4982004148.jpg#1r1n,n,"[0.28, 0.72, 0.0]","[28, 72, 0]",0.8554508105601307,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","A street vendor in chef's clothing with a food cart, which has gathered people around it.",A street vendor is selling delicious food to people.,72.0,28.0,0.0,n
4630881369.jpg#2r1c,4630881369.jpg#2r1c,e,"[0.69, 0.13, 0.18]","[69, 13, 18]",1.1973306509798298,e,"['contradiction', 'entailment', 'entailment', 'contradiction', 'entailment']",A child is wearing white and blue face paint.,A child is wearing makeup.,13.0,69.0,18.0,c
5971287030.jpg#4r1n,5971287030.jpg#4r1n,e,"[0.68, 0.23, 0.09]","[68, 23, 9]",1.178668957701573,e,"['neutral', 'entailment', 'contradiction', 'entailment', 'entailment']",A boy wearing a black shirt is playing a game at the arcade.,A young man is in the game room.,23.0,68.0,9.0,n
5971287030.jpg#0r1e,5971287030.jpg#0r1e,e,"[0.58, 0.2, 0.22]","[58, 20, 22]",1.400766637523055,e,"['entailment', 'contradiction', 'neutral', 'entailment', 'entailment']",A teenage boy is standing in front of a game machine in an arcade hall ready to put a token into a coin slot.,A teenage boy is standing in from if a game machine and putting coins in the slot.,20.0,58.0,22.0,e
8231853822.jpg#1r1e,8231853822.jpg#1r1e,e,"[0.69, 0.31, 0.0]","[69, 31, 0]",0.8931734583778568,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']","Two young girls are playing large stringed instruments behind music stands, with a window in the background.",The girls are musicians.,31.0,69.0,0.0,e
3203707977.jpg#4r1c,3203707977.jpg#4r1c,c,"[0.03, 0.22, 0.75]","[3, 22, 75]",0.943618340780974,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",A cute couple at a club,The couple is at a restaurant.,22.0,3.0,75.0,c
3750418259.jpg#4r1e,3750418259.jpg#4r1e,e,"[0.97, 0.03, 0.0]","[97, 3, 0]",0.1943918578315762,e,"['entailment', 'contradiction', 'entailment', 'entailment', 'neutral']",This child is feeding a male deer.,The child gives food to a deer.,3.0,97.0,0.0,e
4805540864.jpg#1r1e,4805540864.jpg#1r1e,n,"[0.21, 0.78, 0.01]","[21, 78, 1]",0.8188558002786314,e,"['entailment', 'contradiction', 'entailment', 'entailment', 'neutral']",Two people are sitting under a tent while another stands.,People are camping.,78.0,21.0,1.0,e
1097710887.jpg#1r1n,1097710887.jpg#1r1n,e,"[0.82, 0.17, 0.01]","[82, 17, 1]",0.7357948629753384,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",A little girl with brown hair is blowing the petals off of a flower.,A little girl is playing with flowers.,17.0,82.0,1.0,n
3925836925.jpg#2r1n,3925836925.jpg#2r1n,e,"[0.91, 0.09, 0.0]","[91, 9, 0]",0.4364698170641029,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",A person in a hooded shirt is photographing a tree near some mountains and a lake.,A photographer in a hoodie takes pictures of nature.,9.0,91.0,0.0,n
3925836925.jpg#0r1n,3925836925.jpg#0r1n,e,"[0.96, 0.03, 0.01]","[96, 3, 1]",0.2747433140607801,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A man with a blue and gray shirt is standing in front of a metal fence while taking a picture of the landscape.,A man uses a camera.,3.0,96.0,1.0,n
3925836925.jpg#0r1e,3925836925.jpg#0r1e,n,"[0.29, 0.69, 0.02]","[29, 69, 2]",1.0001598260107922,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A man with a blue and gray shirt is standing in front of a metal fence while taking a picture of the landscape.,A man photographs a field.,69.0,29.0,2.0,e
2973355135.jpg#4r1e,2973355135.jpg#4r1e,e,"[0.83, 0.16, 0.01]","[83, 16, 1]",0.7125734617567773,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",two people in a rowboat in a river.,A couple people are in a small boat in the water.,16.0,83.0,1.0,e
6979707950.jpg#0r1c,6979707950.jpg#0r1c,c,"[0.0, 0.26, 0.74]","[0, 26, 74]",0.8267463724926178,c,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral']",A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front.,A race car driver is riding in an 18-wheeler.,26.0,0.0,74.0,c
6899246013.jpg#0r1e,6899246013.jpg#0r1e,e,"[0.98, 0.02, 0.0]","[98, 2, 0]",0.14144054254182067,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']","There are two men playing college basketball, one in light blue and one in white, and fans are looking on.",Two men are playing a game,2.0,98.0,0.0,e
372570543.jpg#0r1e,372570543.jpg#0r1e,n,"[0.45, 0.55, 0.0]","[45, 55, 0]",0.9927744539878083,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",People dancing and being watched by a man wearing a shirt that says security.,The man works security for the venue.,55.0,45.0,0.0,e
7136105537.jpg#0r1e,7136105537.jpg#0r1e,e,"[0.54, 0.35, 0.11]","[54, 35, 11]",1.360430404625611,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A man is wearing blue button down shirt talking to media during a crowded protest.,A man is giving an interview.,35.0,54.0,11.0,e
6222964233.jpg#3r1n,6222964233.jpg#3r1n,n,"[0.04, 0.96, 0.0]","[4, 96, 0]",0.24229218908241482,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A skateboarder does a trick at a skate park.,The skateboarder is performing a heelie kick flip.,96.0,4.0,0.0,n
2482588693.jpg#1r1c,2482588693.jpg#1r1c,c,"[0.02, 0.35, 0.63]","[2, 35, 63]",1.0629207820390392,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment']",Two teenagers in green and brown coats pose for a picture while out shopping.,Two adult college students pose for a picture.,35.0,2.0,63.0,c
6204719881.jpg#1r1e,6204719881.jpg#1r1e,e,"[0.53, 0.36, 0.11]","[53, 36, 11]",1.366347870286894,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']","Four men are playing soccer, two in white jerseys, one in a red jersey and a goalie in the background.",Two opposing teams that are playing soccer have colorful jerseys.,36.0,53.0,11.0,e
3912500237.jpg#0r1c,3912500237.jpg#0r1c,n,"[0.0, 0.63, 0.37]","[0, 63, 37]",0.950672092687066,c,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",Two children are sleeping while someone is fingering through a book of music.,The children are at a birthday party.,63.0,0.0,37.0,c
477774424.jpg#2r1c,477774424.jpg#2r1c,c,"[0.02, 0.09, 0.89]","[2, 9, 89]",0.5751601860848226,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A shirtless man sleeps in his blue boat out on the open waters.,The man lies wide awake in the bed of his boat trying to fall asleep,9.0,2.0,89.0,c
477774424.jpg#2r1e,477774424.jpg#2r1e,e,"[0.96, 0.04, 0.0]","[96, 4, 0]",0.24229218908241482,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A shirtless man sleeps in his blue boat out on the open waters.,There is a man out on his boat,4.0,96.0,0.0,e
3093747503.jpg#4r1c,3093747503.jpg#4r1c,n,"[0.0, 0.94, 0.06]","[0, 94, 6]",0.3274449191544763,n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']",People in helmets wait in a long line.,they are standing in the rain,94.0,0.0,6.0,c
3020423842.jpg#1r1c,3020423842.jpg#1r1c,c,"[0.0, 0.09, 0.91]","[0, 9, 91]",0.4364698170641029,c,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'neutral']",A man in a blue shirt leans on a wall beside a road with a blue van and red car with water in the background.,The man in the blue shirt is sitting on a bench,9.0,0.0,91.0,c
3516285214.jpg#2r1n,3516285214.jpg#2r1n,n,"[0.0, 0.72, 0.28]","[0, 72, 28]",0.8554508105601307,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",A person surfs through a wave as it crashes down.,A person is scared of the waves.,72.0,0.0,28.0,n
445558349.jpg#0r1e,445558349.jpg#0r1e,e,"[0.91, 0.07, 0.02]","[91, 7, 2]",0.5052482226498788,e,"['entailment', 'neutral', 'contradiction', 'entailment', 'entailment']",A little child is looking towards someone while their head is in a painting designed like a bean.,A child looks at someone else.,7.0,91.0,2.0,e
2532262109.jpg#1r1e,2532262109.jpg#1r1e,n,"[0.45, 0.55, 0.0]","[45, 55, 0]",0.9927744539878083,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A group of schoolgirls are standing together while one is taking pictures.,The group of schoolgirls want to be in a picture.,55.0,45.0,0.0,e
2171154778.jpg#1r1n,2171154778.jpg#1r1n,n,"[0.39, 0.58, 0.03]","[39, 58, 3]",1.1373714722228214,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A boy in dark blue clothes is kneeling while holding a toy.,The boy in dark clothes is playing with his toy on the floor.,58.0,39.0,3.0,n
2630123726.jpg#0r1n,2630123726.jpg#0r1n,n,"[0.05, 0.85, 0.1]","[5, 85, 10]",0.747584679824574,n,"['neutral', 'entailment', 'neutral', 'contradiction', 'neutral']","A young girl in pink pants and a white top stands watering a group of household plants in her driveway, standing next to the family car.",A young girl is watering the plants with fertilizer in the driveway.,85.0,5.0,10.0,n
2780390703.jpg#3r1e,2780390703.jpg#3r1e,c,"[0.46, 0.05, 0.49]","[46, 5, 49]",1.2357134616276786,e,"['entailment', 'contradiction', 'contradiction', 'entailment', 'entailment']",Man standing on a tricycle riding in front of a crowd.,A man is on a bike.,5.0,46.0,49.0,e
4578161441.jpg#0r1e,4578161441.jpg#0r1e,n,"[0.47, 0.5, 0.03]","[47, 50, 3]",1.1637224595772382,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']","An African Boy Is Looking Out From A Wooden Enclosure, He Is Wearing A Chain Necklace.",The wooden bars hold in an African boy,50.0,47.0,3.0,e
4578161441.jpg#0r1n,4578161441.jpg#0r1n,n,"[0.05, 0.88, 0.07]","[5, 88, 7]",0.6469451160855026,n,"['neutral', 'neutral', 'entailment', 'neutral', 'contradiction']","An African Boy Is Looking Out From A Wooden Enclosure, He Is Wearing A Chain Necklace.","The African boys looks through the wooden bars, waiting for his captor.",88.0,5.0,7.0,n
4086671949.jpg#0r1n,4086671949.jpg#0r1n,n,"[0.26, 0.73, 0.01]","[26, 73, 1]",0.9031699350756281,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",A woman in a black coat is riding her bike on a street as a man in shorts and a striped top looks at her as he passes her.,A man is checking out a woman as she rides by on her red bike.,73.0,26.0,1.0,n
98492339.jpg#3r1e,98492339.jpg#3r1e,e,"[0.6, 0.39, 0.01]","[60, 39, 1]",1.038414967053337,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",A man and a female doing some type of martial arts.,Two people spar using some form of martial arts.,39.0,60.0,1.0,e
4898640485.jpg#0r1e,4898640485.jpg#0r1e,e,"[0.85, 0.13, 0.02]","[85, 13, 2]",0.6948167306993362,e,"['entailment', 'neutral', 'contradiction', 'entailment', 'entailment']",A woman with red dyed hair standing and walking with her purse among a group of seated people.,The woman is making her way by the group of seated people.,13.0,85.0,2.0,e
2072907691.jpg#1r1n,2072907691.jpg#1r1n,n,"[0.17, 0.79, 0.04]","[17, 79, 4]",0.8890007157022556,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",An Asian man in a black robe is holding up a small fan by a bush with smoke coming out of it.,An Asian priest fanning a bush.,79.0,17.0,4.0,n
4527739022.jpg#0r1c,4527739022.jpg#0r1c,n,"[0.0, 0.63, 0.37]","[0, 63, 37]",0.950672092687066,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",An Asian man is standing on a rusty dock surrounded by ropes and tires and is sticking a fishing pole into the water in front of him.,The smugglers will be coming into port shortly to pillage,63.0,0.0,37.0,c
4835922124.jpg#0r1n,4835922124.jpg#0r1n,n,"[0.14, 0.45, 0.41]","[14, 45, 41]",1.4428962854448923,n,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']",A woman with a purple purse sits on the metro with her suitcase.,A woman is waiting for a train.,45.0,14.0,41.0,n
4329198220.jpg#1r1n,4329198220.jpg#1r1n,n,"[0.02, 0.86, 0.12]","[2, 86, 12]",0.6670730006443817,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']","A group of youths, one wearing a t-shirt labeled ""L.A. City Lounge South"", are working on a craft project that involves the use of flour.", A group of youths are baking some delicious brownies.,86.0,2.0,12.0,n
431018958.jpg#1r1n,431018958.jpg#1r1n,n,"[0.23, 0.76, 0.01]","[23, 76, 1]",0.8550120296644869,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",The girl is paddling a rusty canoe in the water.,The child is paddling a rusty canoe in the river.,76.0,23.0,1.0,n
2479553749.jpg#3r1e,2479553749.jpg#3r1e,n,"[0.29, 0.71, 0.0]","[29, 71, 0]",0.8687212463394046,n,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']",A little boy watches a Ferris Wheel in motion.,A boy attends a festival with rides.,71.0,29.0,0.0,e
3157622277.jpg#4r1n,3157622277.jpg#4r1n,e,"[0.54, 0.46, 0.0]","[54, 46, 0]",0.9953784388202258,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A hockey fight.,fighting on the ice,46.0,54.0,0.0,n
3404784408.jpg#0r1e,3404784408.jpg#0r1e,e,"[0.55, 0.44, 0.01]","[55, 44, 1]",1.0619584351357512,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A man in a blue helmet jumping off of a hill on a dirt bike.,The man is doing a trick on a bike.,44.0,55.0,1.0,e
2877637572.jpg#4r1n,2877637572.jpg#4r1n,n,"[0.22, 0.77, 0.01]","[22, 77, 1]",0.8373555973394453,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A cute puppy fetches a yellow ring chew toy in the yard.,A new puppy is learning how to get the items it's owner wants.,77.0,22.0,1.0,n
2152057198.jpg#4r1c,2152057198.jpg#4r1c,c,"[0.0, 0.16, 0.84]","[0, 16, 84]",0.6343095546405662,n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",Two elderly men having a conversation.,Two elderly woman having a conversation with their children.,16.0,0.0,84.0,c
84864687.jpg#0r1n,84864687.jpg#0r1n,c,"[0.12, 0.35, 0.53]","[12, 35, 53]",1.3826137928389521,n,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']",A balding man with a checkered shirt and khaki pants naps on his recliner with his keys on his lap.,A old man interact with his keys,35.0,12.0,53.0,n
4574570790.jpg#3r1n,4574570790.jpg#3r1n,e,"[0.8, 0.2, 0.0]","[80, 20, 0]",0.7219280948873623,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A tattooed boxer is punching his opponent in a boxing arena.,A boxer is competing in a fight.,20.0,80.0,0.0,n
2537758674.jpg#3r1e,2537758674.jpg#3r1e,e,"[0.99, 0.01, 0.0]","[99, 1, 0]",0.08079313589591118,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A young man is standing staring at something.,A young man has his eyes open.,1.0,99.0,0.0,e
3323419265.jpg#0r1e,3323419265.jpg#0r1e,e,"[0.9, 0.07, 0.03]","[90, 7, 3]",0.5571246835123504,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",One woman with blond-hair smiles in the foreground while another prepares to blow a noisemaker in the background.,A person smiling,7.0,90.0,3.0,e
3132760860.jpg#0r1n,3132760860.jpg#0r1n,n,"[0.04, 0.94, 0.02]","[4, 94, 2]",0.38254266919774566,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",A boy with a board strapped to his feet does a trick while holding onto some kind of rope.,A boy is showing off for his friends.,94.0,4.0,2.0,n
311403792.jpg#3r1n,311403792.jpg#3r1n,n,"[0.04, 0.96, 0.0]","[4, 96, 0]",0.24229218908241482,n,"['neutral', 'entailment', 'neutral', 'neutral', 'contradiction']",A man is standing at a machine.,A man is standing at an ATM machine.,96.0,4.0,0.0,n
4806214972.jpg#3r1n,4806214972.jpg#3r1n,n,"[0.1, 0.9, 0.0]","[10, 90, 0]",0.46899559358928117,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A person floating on a river near a metropolitan area.,A man floating on a river near a metropolitan area.,90.0,10.0,0.0,n
244829722.jpg#2r1n,244829722.jpg#2r1n,n,"[0.15, 0.84, 0.01]","[15, 84, 1]",0.6882759652992883,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A young woman rides by herself on a swinging carnival ride.,A woman is enjoying herself.,84.0,15.0,1.0,n
244829722.jpg#2r1c,244829722.jpg#2r1c,n,"[0.0, 0.52, 0.48]","[0, 52, 48]",0.9988455359952018,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A young woman rides by herself on a swinging carnival ride.,A woman broke her toe.,52.0,0.0,48.0,c
3508522093.jpg#0r1e,3508522093.jpg#0r1e,n,"[0.37, 0.63, 0.0]","[37, 63, 0]",0.950672092687066,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A young boy falls off his skateboard into a pile of brown leaves in the road.,A young boy falls down in Autumn.,63.0,37.0,0.0,e
63110923.jpg#0r1n,63110923.jpg#0r1n,n,"[0.11, 0.88, 0.01]","[11, 88, 1]",0.5790188873238004,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A young boy in a brown shirt and green shorts shares a laugh with an elderly lady wearing a black pants outfit.,A boy and a woman are laughing about a joke he told.,88.0,11.0,1.0,n
3735771637.jpg#0r1n,3735771637.jpg#0r1n,n,"[0.22, 0.76, 0.02]","[22, 76, 2]",0.8943563234573944,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",Two men are on a cherry picker proceeding to perform work at a construction site.,Two construction workers on a cherry picker assisting other workers at a construction site.,76.0,22.0,2.0,n
761479953.jpg#2r1n,761479953.jpg#2r1n,n,"[0.23, 0.72, 0.05]","[23, 72, 5]",1.0449945340987787,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']",A young boy wearing safety swimming gear and goggles is in a pool.,A child wears water wings while swimming.,72.0,23.0,5.0,n
7787559214.jpg#4r1n,7787559214.jpg#4r1n,n,"[0.04, 0.9, 0.06]","[4, 90, 6]",0.5660906530347481,n,"['neutral', 'neutral', 'entailment', 'contradiction', 'neutral']",A man sits as a man behind him washes a bus.,The boss is showing a man how to wash the bus while the worker relaxes and enjoys his duplicity.,90.0,4.0,6.0,n
5180313655.jpg#0r1e,5180313655.jpg#0r1e,e,"[0.73, 0.25, 0.02]","[73, 25, 2]",0.944320214348631,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.,Some humans,25.0,73.0,2.0,e
5180313655.jpg#0r2c,5180313655.jpg#0r2c,c,"[0.0, 0.08, 0.92]","[0, 8, 92]",0.4021791902022729,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment']",An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.,The man is riding the bike.,8.0,0.0,92.0,c
2904739724.jpg#0r1e,2904739724.jpg#0r1e,e,"[0.78, 0.19, 0.03]","[78, 19, 3]",0.8865873564862551,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A little girl and lady wearing face paint and costumes are among others holding orange balloons and an event.,A party atmosphere is present where two females have their faces decorated with paint with others holding balloons.,19.0,78.0,3.0,e
4591344824.jpg#0r1n,4591344824.jpg#0r1n,n,"[0.2, 0.76, 0.04]","[20, 76, 4]",0.9510456605801273,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",A man wears a brightly colored ceremonial robe while holding a similarly colored cone shaped hat with a star on top.,He puts on his wizard robe and hat,76.0,20.0,4.0,n
3523972229.jpg#0r1e,3523972229.jpg#0r1e,n,"[0.22, 0.78, 0.0]","[22, 78, 0]",0.7601675029619656,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",A young man is caught in midair while doing a skateboard trick in an urban environment.,There are people watching the skateboarder.,78.0,22.0,0.0,e
6704385305.jpg#0r1n,6704385305.jpg#0r1n,n,"[0.22, 0.78, 0.0]","[22, 78, 0]",0.7601675029619656,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",An athlete on the Slough Jets hockey team is skating on an ice rink with a hockey stick equipped.,A hockey player warming up in the rink.,78.0,22.0,0.0,n
4389772053.jpg#0r1e,4389772053.jpg#0r1e,e,"[0.92, 0.04, 0.04]","[92, 4, 4]",0.48217919020227273,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']","A young boy in a Boy Scout shirt sits in a folding camp chair indoors, with other similar chairs around him, and a green tent behind him.",A young boy with clothes on is indoors with chairs.,4.0,92.0,4.0,e
4389772053.jpg#0r1n,4389772053.jpg#0r1n,c,"[0.0, 0.41, 0.59]","[0, 41, 59]",0.9765004687578241,c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']","A young boy in a Boy Scout shirt sits in a folding camp chair indoors, with other similar chairs around him, and a green tent behind him.",The young boy scout is cleaning up the aftermath of an awesome party.,41.0,0.0,59.0,n
2743298738.jpg#1r1n,2743298738.jpg#1r1n,n,"[0.0, 0.91, 0.09]","[0, 91, 9]",0.4364698170641029,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",Two people in a dense jungle area with trees and grass everywhere.,A couple are looking for their lost dog.,91.0,0.0,9.0,n
